ASSET,MC,TNG,DCR,Energy,Date,Time
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,19:34
Muskeg River (MKR1),202,174,0,Gas,2021-03-20,19:34
Nabiye (IOR2)*,195,164,0,Gas,2021-03-20,19:34
Nexen Inc #2 (NX02),220,172,0,Gas,2021-03-20,19:34
Poplar Creek (SCR5),376,340,0,Gas,2021-03-20,19:34
Primrose #1 (PR1),100,81,0,Gas,2021-03-20,19:34
Rainbow Lake #1 (RL1),47,10,0,Gas,2021-03-20,19:34
Redwater Cogen (TC02),92,77,0,Gas,2021-03-20,19:34
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,19:34
Scotford Upgrader (APS1),195,154,0,Gas,2021-03-20,19:34
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,19:34
Syncrude #1 (SCL1)*,510,378,0,Gas,2021-03-20,19:34
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,19:34
University of Alberta (UOA1)*,39,11,0,Gas,2021-03-20,19:34
Cavalier (EC01),120,54,0,Gas,2021-03-20,19:34
ENMAX Calgary Energy Centre (CAL1),320,252,0,Gas,2021-03-20,19:34
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,19:34
Medicine Hat #1 (CMH1),255,163,0,Gas,2021-03-20,19:34
Nexen Inc #1 (NX01),120,43,0,Gas,2021-03-20,19:34
Shepard (EGC1),868,717,0,Gas,2021-03-20,19:34
Bighorn Hydro (BIG),120,38,10,Hydro,2021-03-20,19:34
Bow River Hydro (BOW1),320,103,45,Hydro,2021-03-20,19:34
Brazeau Hydro (BRA),350,48,168,Hydro,2021-03-20,19:34
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,19:34
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,19:34
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,19:34
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,19:34
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,19:34
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,19:34
Ardenville Wind (ARD1)*,68,68,0,Wind,2021-03-20,19:34
BUL1 Bull Creek (BUL1)*,13,12,0,Wind,2021-03-20,19:34
BUL2 Bull Creek (BUL2)*,16,10,0,Wind,2021-03-20,19:34
Blackspring Ridge (BSR1)*,300,295,0,Wind,2021-03-20,19:34
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,19:34
Castle River #1 (CR1)*,39,34,0,Wind,2021-03-20,19:34
Castle Rock Ridge 2 (CRR2)*,29,29,0,Wind,2021-03-20,19:34
Castle Rock Wind Farm (CRR1)*,77,76,0,Wind,2021-03-20,19:34
Cowley Ridge (CRE3)*,20,16,0,Wind,2021-03-20,19:34
Enmax Taber (TAB1)*,81,79,0,Wind,2021-03-20,19:34
Ghost Pine (NEP1)*,82,69,0,Wind,2021-03-20,19:34
Halkirk Wind Power Facility (HAL1)*,150,4,0,Wind,2021-03-20,19:34
Kettles Hill (KHW1)*,63,61,0,Wind,2021-03-20,19:34
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,19:34
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,19:34
Riverview (RIV1)*,105,102,0,Wind,2021-03-20,19:34
Soderglen Wind  (GWW1)*,71,69,0,Wind,2021-03-20,19:34
Summerview 1 (IEW1)*,66,60,0,Wind,2021-03-20,19:34
Summerview 2 (IEW2)*,66,59,0,Wind,2021-03-20,19:34
Suncor Chin Chute (SCR3)*,30,24,0,Wind,2021-03-20,19:34
Suncor Magrath (SCR2)*,30,28,0,Wind,2021-03-20,19:34
Whitla (WHT1)*,202,193,0,Wind,2021-03-20,19:34
Wintering Hills (SCR4)*,88,82,0,Wind,2021-03-20,19:34
APF Athabasca (AFG1)*,131,72,10,Biomass,2021-03-20,19:34
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,19:34
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,19:34
Brooks Solar (BSC1),15,0,0,Biomass,2021-03-20,19:34
Cancarb Medicine Hat (CCMH),42,30,0,Biomass,2021-03-20,19:34
Claresholm 1 (CLR1),58,0,0,Biomass,2021-03-20,19:34
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,19:34
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,19:34
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,19:34
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,19:34
Hull (HUL1),25,0,0,Biomass,2021-03-20,19:34
Innisfail (INF1),22,1,0,Biomass,2021-03-20,19:34
NRGreen (NRG3),16,12,0,Biomass,2021-03-20,19:34
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,19:34
Suffield (SUF1),23,0,0,Biomass,2021-03-20,19:34
Summerview (SUM1),10,0,10,Biomass,2021-03-20,19:34
Vauxhall (VXH1),22,0,0,Biomass,2021-03-20,19:34
Weldwood #1 (WWD1)*,50,43,0,Biomass,2021-03-20,19:34
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,19:34
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,19:34
Weyerhaeuser (WEY1),48,41,0,Biomass,2021-03-20,19:34
Whitecourt Power (EAGL),25,24,0,Biomass,2021-03-20,19:34
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,19:34
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,19:36
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,19:36
Genesee #1 (GN1),400,204,0,Coal,2021-03-20,19:36
Genesee #2 (GN2),400,203,0,Coal,2021-03-20,19:36
Genesee #3 (GN3),466,461,0,Coal,2021-03-20,19:36
Keephills #1 (KH1),395,202,67,Coal,2021-03-20,19:36
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,19:36
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,19:36
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,19:36
Sheerness #2 (SH2),400,138,0,Coal,2021-03-20,19:36
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,19:36
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,19:36
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,19:36
Bantry (ALP1),7,0,0,Gas,2021-03-20,19:36
Bellshill (BHL1),5,0,0,Gas,2021-03-20,19:36
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,19:36
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,19:36
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,19:36
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,19:36
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,19:36
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,19:36
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,19:36
Drywood (DRW1),6,0,0,Gas,2021-03-20,19:36
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,19:36
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,19:36
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,19:36
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,19:36
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,19:36
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,19:36
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,19:36
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,19:36
Parkland (ALP2),10,0,7,Gas,2021-03-20,19:36
Poplar Hill #1 (PH1),48,6,0,Gas,2021-03-20,19:36
Rainbow #5 (RB5),50,0,0,Gas,2021-03-20,19:36
Ralston (NAT1),20,0,17,Gas,2021-03-20,19:36
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,19:36
Sundance #6 (SD6) (Gas fired steam),401,300,0,Gas,2021-03-20,19:36
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,19:36
Valley View 2 (VVW2),50,30,15,Gas,2021-03-20,19:36
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,19:36
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,19:36
Air Liquide Scotford #1 (ALS1),106,80,15,Gas,2021-03-20,19:36
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,19:36
Base Plant (SCR1),50,33,0,Gas,2021-03-20,19:36
Bear Creek 1 (BCRK),64,59,0,Gas,2021-03-20,19:36
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,19:36
Blackfalds (BFD1),6,4,0,Gas,2021-03-20,19:36
CNRL Horizon (CNR5)*,203,190,0,Gas,2021-03-20,19:36
Camrose (CRG1)*,10,11,0,Gas,2021-03-20,19:36
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,19:36
Carseland Cogen (TC01),95,78,0,Gas,2021-03-20,19:36
Christina Lake (CL01),100,89,0,Gas,2021-03-20,19:36
Coaldale (COD1),5,5,0,Gas,2021-03-20,19:36
Dow Hydrocarbon (DOWG),326,187,12,Gas,2021-03-20,19:36
Edson (TLM2),13,5,0,Gas,2021-03-20,19:36
Firebag (SCR6),497,424,20,Gas,2021-03-20,19:36
Fort Hills (FH1),199,185,0,Gas,2021-03-20,19:36
Foster Creek (EC04),98,72,0,Gas,2021-03-20,19:36
Joffre #1 (JOF1),474,328,20,Gas,2021-03-20,19:36
Kearl (IOR3),84,77,0,Gas,2021-03-20,19:36
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,19:36
MEG1 Christina Lake (MEG1),202,161,0,Gas,2021-03-20,19:36
MacKay River (MKRC),207,185,0,Gas,2021-03-20,19:36
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,19:36
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,19:36
Muskeg River (MKR1),202,174,0,Gas,2021-03-20,19:36
Nabiye (IOR2)*,195,165,0,Gas,2021-03-20,19:36
Nexen Inc #2 (NX02),220,172,0,Gas,2021-03-20,19:36
Poplar Creek (SCR5),376,340,0,Gas,2021-03-20,19:36
Primrose #1 (PR1),100,81,0,Gas,2021-03-20,19:36
Rainbow Lake #1 (RL1),47,10,0,Gas,2021-03-20,19:36
Redwater Cogen (TC02),92,77,0,Gas,2021-03-20,19:36
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,19:36
Scotford Upgrader (APS1),195,154,0,Gas,2021-03-20,19:36
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,19:36
Syncrude #1 (SCL1)*,510,378,0,Gas,2021-03-20,19:36
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,19:36
University of Alberta (UOA1)*,39,11,0,Gas,2021-03-20,19:36
Cavalier (EC01),120,56,0,Gas,2021-03-20,19:36
ENMAX Calgary Energy Centre (CAL1),320,252,0,Gas,2021-03-20,19:36
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,19:36
Medicine Hat #1 (CMH1),255,164,0,Gas,2021-03-20,19:36
Nexen Inc #1 (NX01),120,45,0,Gas,2021-03-20,19:36
Shepard (EGC1),868,716,0,Gas,2021-03-20,19:36
Bighorn Hydro (BIG),120,38,10,Hydro,2021-03-20,19:36
Bow River Hydro (BOW1),320,103,45,Hydro,2021-03-20,19:36
Brazeau Hydro (BRA),350,53,168,Hydro,2021-03-20,19:36
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,19:36
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,19:36
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,19:36
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,19:36
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,19:36
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,19:36
Ardenville Wind (ARD1)*,68,68,0,Wind,2021-03-20,19:36
BUL1 Bull Creek (BUL1)*,13,13,0,Wind,2021-03-20,19:36
BUL2 Bull Creek (BUL2)*,16,13,0,Wind,2021-03-20,19:36
Blackspring Ridge (BSR1)*,300,295,0,Wind,2021-03-20,19:36
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,19:36
Castle River #1 (CR1)*,39,34,0,Wind,2021-03-20,19:36
Castle Rock Ridge 2 (CRR2)*,29,29,0,Wind,2021-03-20,19:36
Castle Rock Wind Farm (CRR1)*,77,76,0,Wind,2021-03-20,19:36
Cowley Ridge (CRE3)*,20,14,0,Wind,2021-03-20,19:36
Enmax Taber (TAB1)*,81,79,0,Wind,2021-03-20,19:36
Ghost Pine (NEP1)*,82,69,0,Wind,2021-03-20,19:36
Halkirk Wind Power Facility (HAL1)*,150,4,0,Wind,2021-03-20,19:36
Kettles Hill (KHW1)*,63,61,0,Wind,2021-03-20,19:36
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,19:36
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,19:36
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,19:36
Soderglen Wind  (GWW1)*,71,69,0,Wind,2021-03-20,19:36
Summerview 1 (IEW1)*,66,59,0,Wind,2021-03-20,19:36
Summerview 2 (IEW2)*,66,59,0,Wind,2021-03-20,19:36
Suncor Chin Chute (SCR3)*,30,23,0,Wind,2021-03-20,19:36
Suncor Magrath (SCR2)*,30,28,0,Wind,2021-03-20,19:36
Whitla (WHT1)*,202,193,0,Wind,2021-03-20,19:36
Wintering Hills (SCR4)*,88,81,0,Wind,2021-03-20,19:36
APF Athabasca (AFG1)*,131,72,10,Biomass,2021-03-20,19:36
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,19:36
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,19:36
Brooks Solar (BSC1),15,0,0,Biomass,2021-03-20,19:36
Cancarb Medicine Hat (CCMH),42,31,0,Biomass,2021-03-20,19:36
Claresholm 1 (CLR1),58,0,0,Biomass,2021-03-20,19:36
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,19:36
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,19:36
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,19:36
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,19:36
Hull (HUL1),25,0,0,Biomass,2021-03-20,19:36
Innisfail (INF1),22,1,0,Biomass,2021-03-20,19:36
NRGreen (NRG3),16,12,0,Biomass,2021-03-20,19:36
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,19:36
Suffield (SUF1),23,0,0,Biomass,2021-03-20,19:36
Summerview (SUM1),10,0,10,Biomass,2021-03-20,19:36
Vauxhall (VXH1),22,0,0,Biomass,2021-03-20,19:36
Weldwood #1 (WWD1)*,50,42,0,Biomass,2021-03-20,19:36
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,19:36
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,19:36
Weyerhaeuser (WEY1),48,42,0,Biomass,2021-03-20,19:36
Whitecourt Power (EAGL),25,23,0,Biomass,2021-03-20,19:36
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,19:36
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,19:38
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,19:38
Genesee #1 (GN1),400,203,0,Coal,2021-03-20,19:38
Genesee #2 (GN2),400,203,0,Coal,2021-03-20,19:38
Genesee #3 (GN3),466,460,0,Coal,2021-03-20,19:38
Keephills #1 (KH1),395,202,67,Coal,2021-03-20,19:38
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,19:38
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,19:38
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,19:38
Sheerness #2 (SH2),400,138,0,Coal,2021-03-20,19:38
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,19:38
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,19:38
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,19:38
Bantry (ALP1),7,0,0,Gas,2021-03-20,19:38
Bellshill (BHL1),5,0,0,Gas,2021-03-20,19:38
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,19:38
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,19:38
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,19:38
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,19:38
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,19:38
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,19:38
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,19:38
Drywood (DRW1),6,0,0,Gas,2021-03-20,19:38
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,19:38
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,19:38
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,19:38
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,19:38
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,19:38
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,19:38
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,19:38
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,19:38
Parkland (ALP2),10,0,7,Gas,2021-03-20,19:38
Poplar Hill #1 (PH1),48,6,0,Gas,2021-03-20,19:38
Rainbow #5 (RB5),50,0,0,Gas,2021-03-20,19:38
Ralston (NAT1),20,0,17,Gas,2021-03-20,19:38
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,19:38
Sundance #6 (SD6) (Gas fired steam),401,299,0,Gas,2021-03-20,19:38
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,19:38
Valley View 2 (VVW2),50,30,15,Gas,2021-03-20,19:38
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,19:38
West Pembina (PMB1)*,13,9,0,Gas,2021-03-20,19:38
Air Liquide Scotford #1 (ALS1),106,80,15,Gas,2021-03-20,19:38
AltaGas Harmattan (HMT1),45,39,0,Gas,2021-03-20,19:38
Base Plant (SCR1),50,33,0,Gas,2021-03-20,19:38
Bear Creek 1 (BCRK),64,59,0,Gas,2021-03-20,19:38
Bear Creek 2 (BCR2),36,28,0,Gas,2021-03-20,19:38
Blackfalds (BFD1),6,4,0,Gas,2021-03-20,19:38
CNRL Horizon (CNR5)*,203,190,0,Gas,2021-03-20,19:38
Camrose (CRG1)*,10,11,0,Gas,2021-03-20,19:38
Caroline (SHCG)*,19,0,0,Gas,2021-03-20,19:38
Carseland Cogen (TC01),95,78,0,Gas,2021-03-20,19:38
Christina Lake (CL01),100,89,0,Gas,2021-03-20,19:38
Coaldale (COD1),5,5,0,Gas,2021-03-20,19:38
Dow Hydrocarbon (DOWG),326,188,12,Gas,2021-03-20,19:38
Edson (TLM2),13,5,0,Gas,2021-03-20,19:38
Firebag (SCR6),497,424,20,Gas,2021-03-20,19:38
Fort Hills (FH1),199,185,0,Gas,2021-03-20,19:38
Foster Creek (EC04),98,72,0,Gas,2021-03-20,19:38
Joffre #1 (JOF1),474,329,20,Gas,2021-03-20,19:38
Kearl (IOR3),84,77,0,Gas,2021-03-20,19:38
Lindbergh (PEC1)*,16,14,0,Gas,2021-03-20,19:38
MEG1 Christina Lake (MEG1),202,162,0,Gas,2021-03-20,19:38
MacKay River (MKRC),207,185,0,Gas,2021-03-20,19:38
Mahkeses (IOR1),180,160,0,Gas,2021-03-20,19:38
Mulligan (MUL1)*,5,0,0,Gas,2021-03-20,19:38
Muskeg River (MKR1),202,174,0,Gas,2021-03-20,19:38
Nabiye (IOR2)*,195,165,0,Gas,2021-03-20,19:38
Nexen Inc #2 (NX02),220,172,0,Gas,2021-03-20,19:38
Poplar Creek (SCR5),376,339,0,Gas,2021-03-20,19:38
Primrose #1 (PR1),100,81,0,Gas,2021-03-20,19:38
Rainbow Lake #1 (RL1),47,10,0,Gas,2021-03-20,19:38
Redwater Cogen (TC02),92,77,0,Gas,2021-03-20,19:38
Saddle Hills (SDH1),10,0,0,Gas,2021-03-20,19:38
Scotford Upgrader (APS1),195,155,0,Gas,2021-03-20,19:38
Strathcona (IOR4)*,43,40,0,Gas,2021-03-20,19:38
Syncrude #1 (SCL1)*,510,378,0,Gas,2021-03-20,19:38
U of C Generator (UOC1)*,12,13,0,Gas,2021-03-20,19:38
University of Alberta (UOA1)*,39,11,0,Gas,2021-03-20,19:38
Cavalier (EC01),120,63,0,Gas,2021-03-20,19:38
ENMAX Calgary Energy Centre (CAL1),320,252,0,Gas,2021-03-20,19:38
Fort Nelson (FNG1),73,47,0,Gas,2021-03-20,19:38
Medicine Hat #1 (CMH1),255,164,0,Gas,2021-03-20,19:38
Nexen Inc #1 (NX01),120,48,0,Gas,2021-03-20,19:38
Shepard (EGC1),868,717,0,Gas,2021-03-20,19:38
Bighorn Hydro (BIG),120,37,10,Hydro,2021-03-20,19:38
Bow River Hydro (BOW1),320,104,45,Hydro,2021-03-20,19:38
Brazeau Hydro (BRA),350,55,168,Hydro,2021-03-20,19:38
Chin Chute (CHIN),15,0,0,Hydro,2021-03-20,19:38
Dickson Dam (DKSN),15,4,0,Hydro,2021-03-20,19:38
Irrican Hydro (ICP1),7,0,0,Hydro,2021-03-20,19:38
Oldman River (OMRH),32,3,0,Hydro,2021-03-20,19:38
Raymond Reservoir (RYMD),21,0,0,Hydro,2021-03-20,19:38
Taylor Hydro (TAY1),14,0,0,Hydro,2021-03-20,19:38
Ardenville Wind (ARD1)*,68,68,0,Wind,2021-03-20,19:38
BUL1 Bull Creek (BUL1)*,13,13,0,Wind,2021-03-20,19:38
BUL2 Bull Creek (BUL2)*,16,13,0,Wind,2021-03-20,19:38
Blackspring Ridge (BSR1)*,300,295,0,Wind,2021-03-20,19:38
Blue Trail Wind (BTR1)*,66,65,0,Wind,2021-03-20,19:38
Castle River #1 (CR1)*,39,34,0,Wind,2021-03-20,19:38
Castle Rock Ridge 2 (CRR2)*,29,29,0,Wind,2021-03-20,19:38
Castle Rock Wind Farm (CRR1)*,77,76,0,Wind,2021-03-20,19:38
Cowley Ridge (CRE3)*,20,14,0,Wind,2021-03-20,19:38
Enmax Taber (TAB1)*,81,79,0,Wind,2021-03-20,19:38
Ghost Pine (NEP1)*,82,71,0,Wind,2021-03-20,19:38
Halkirk Wind Power Facility (HAL1)*,150,3,0,Wind,2021-03-20,19:38
Kettles Hill (KHW1)*,63,61,0,Wind,2021-03-20,19:38
McBride Lake Windfarm (AKE1)*,73,70,0,Wind,2021-03-20,19:38
Oldman 2 Wind Farm 1 (OWF1)*,46,46,0,Wind,2021-03-20,19:38
Riverview (RIV1)*,105,103,0,Wind,2021-03-20,19:38
Soderglen Wind  (GWW1)*,71,69,0,Wind,2021-03-20,19:38
Summerview 1 (IEW1)*,66,59,0,Wind,2021-03-20,19:38
Summerview 2 (IEW2)*,66,59,0,Wind,2021-03-20,19:38
Suncor Chin Chute (SCR3)*,30,24,0,Wind,2021-03-20,19:38
Suncor Magrath (SCR2)*,30,28,0,Wind,2021-03-20,19:38
Whitla (WHT1)*,202,193,0,Wind,2021-03-20,19:38
Wintering Hills (SCR4)*,88,83,0,Wind,2021-03-20,19:38
APF Athabasca (AFG1)*,131,72,10,Biomass,2021-03-20,19:38
BRD1 Burdett (BRD1),10,0,0,Biomass,2021-03-20,19:38
BUR1 Burdett (BUR1),20,0,0,Biomass,2021-03-20,19:38
Brooks Solar (BSC1),15,0,0,Biomass,2021-03-20,19:38
Cancarb Medicine Hat (CCMH),42,30,0,Biomass,2021-03-20,19:38
Claresholm 1 (CLR1),58,0,0,Biomass,2021-03-20,19:38
Claresholm 2 (CLR2),75,0,0,Biomass,2021-03-20,19:38
DAI1 Daishowa (DAI1),52,46,12,Biomass,2021-03-20,19:38
Gold Creek Facility (GOC1),5,0,0,Biomass,2021-03-20,19:38
Grande Prairie EcoPower (GPEC),27,13,0,Biomass,2021-03-20,19:38
Hull (HUL1),25,0,0,Biomass,2021-03-20,19:38
Innisfail (INF1),22,1,0,Biomass,2021-03-20,19:38
NRGreen (NRG3),16,12,0,Biomass,2021-03-20,19:38
Slave Lake (SLP1)*,9,6,0,Biomass,2021-03-20,19:38
Suffield (SUF1),23,0,0,Biomass,2021-03-20,19:38
Summerview (SUM1),10,0,10,Biomass,2021-03-20,19:38
Vauxhall (VXH1),22,0,0,Biomass,2021-03-20,19:38
Weldwood #1 (WWD1)*,50,41,0,Biomass,2021-03-20,19:38
Westfield Yellow Lake (WEF1),19,0,0,Biomass,2021-03-20,19:38
Westlock (WST1)*,18,10,0,Biomass,2021-03-20,19:38
Weyerhaeuser (WEY1),48,42,0,Biomass,2021-03-20,19:38
Whitecourt Power (EAGL),25,23,0,Biomass,2021-03-20,19:38
eReserve1 Rycroft (ERV1),20,0,17,Biomass,2021-03-20,19:38
﻿Battle River #4 (BR4),155,0,0,Coal,2021-03-20,19:40
Battle River #5 (BR5),385,0,0,Coal,2021-03-20,19:40
Genesee #1 (GN1),400,203,0,Coal,2021-03-20,19:40
Genesee #2 (GN2),400,202,0,Coal,2021-03-20,19:40
Genesee #3 (GN3),466,461,0,Coal,2021-03-20,19:40
Keephills #1 (KH1),395,204,67,Coal,2021-03-20,19:40
Keephills #2 (KH2),395,0,0,Coal,2021-03-20,19:40
Keephills #3 (KH3),463,0,0,Coal,2021-03-20,19:40
Sheerness #1 (SH1),400,0,0,Coal,2021-03-20,19:40
Sheerness #2 (SH2),400,138,0,Coal,2021-03-20,19:40
Sundance #4 (SD4),406,0,0,Coal,2021-03-20,19:40
Sundance #5 (SD5),406,0,0,Coal,2021-03-20,19:40
AB Newsprint (ANC1),63,0,0,Gas,2021-03-20,19:40
Bantry (ALP1),7,0,0,Gas,2021-03-20,19:40
Bellshill (BHL1),5,0,0,Gas,2021-03-20,19:40
Carson Creek (GEN5),15,8,0,Gas,2021-03-20,19:40
Cloverbar #1 (ENC1),48,0,0,Gas,2021-03-20,19:40
Cloverbar #2 (ENC2),101,0,0,Gas,2021-03-20,19:40
Cloverbar #3 (ENC3),101,0,0,Gas,2021-03-20,19:40
Crossfield Energy Centre #1 (CRS1),48,0,0,Gas,2021-03-20,19:40
Crossfield Energy Centre #2 (CRS2),48,0,0,Gas,2021-03-20,19:40
Crossfield Energy Centre #3 (CRS3),48,0,0,Gas,2021-03-20,19:40
Drywood (DRW1),6,0,0,Gas,2021-03-20,19:40
H.R. Milner (HRM),208,0,0,Gas,2021-03-20,19:40
Judy Creek (GEN6),15,0,0,Gas,2021-03-20,19:40
Lethbridge Burdett (ME03),7,0,6,Gas,2021-03-20,19:40
Lethbridge Coaldale (ME04),6,0,5,Gas,2021-03-20,19:40
Lethbridge Taber (ME02),8,0,6,Gas,2021-03-20,19:40
NPC1 Denis St. Pierre (NPC1),11,0,5,Gas,2021-03-20,19:40
NPC2 JL Landry (NPC2),9,0,0,Gas,2021-03-20,19:40
Northern Prairie Power Project (NPP1),105,0,0,Gas,2021-03-20,19:40
Parkland (ALP2),10,0,7,Gas,2021-03-20,19:40
Poplar Hill #1 (PH1),48,6,0,Gas,2021-03-20,19:40
Rainbow #5 (RB5),50,0,0,Gas,2021-03-20,19:40
Ralston (NAT1),20,0,17,Gas,2021-03-20,19:40
South Edmonton Terminal (SET1),20,0,0,Gas,2021-03-20,19:40
Sundance #6 (SD6) (Gas fired steam),401,299,0,Gas,2021-03-20,19:40
Valley View 1 (VVW1),50,0,0,Gas,2021-03-20,19:40
Valley View 2 (VVW2),50,30,15,Gas,2021-03-20,19:40
West Cadotte (WCD1),20,20,0,Gas,2021-03-20,19:40
